,id,data_inversa,dia_semana,uf,municipio,tipo_acidente,classificacao_acidente,tipo_envolvido,estado_fisico,idade,sexo,feridos_graves,mortos
6518,121818,29/03/2018,quinta-feira,CE,CARIDADE,Capotamento,Sem Vítimas,Passageiro,Ileso,39.0,Feminino,0,0
6519,121818,29/03/2018,quinta-feira,CE,CARIDADE,Capotamento,Sem Vítimas,Condutor,Ileso,39.0,Masculino,0,0
6520,121827,29/03/2018,quinta-feira,CE,CHOROZINHO,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,40.0,Masculino,0,0
6521,121827,29/03/2018,quinta-feira,CE,CHOROZINHO,Colisão transversal,Com Vítimas Feridas,Condutor,Lesões Leves,39.0,Feminino,0,0
6522,121847,29/03/2018,quinta-feira,CE,HORIZONTE,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,38.0,Masculino,0,0
6523,121847,29/03/2018,quinta-feira,CE,HORIZONTE,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Leves,37.0,Masculino,0,0
6524,121862,29/03/2018,quinta-feira,CE,SOBRAL,Capotamento,Sem Vítimas,Condutor,Ileso,50.0,Masculino,0,0
6525,121862,29/03/2018,quinta-feira,CE,SOBRAL,Capotamento,Sem Vítimas,Condutor,Ileso,50.0,Masculino,0,0
6526,121862,29/03/2018,quinta-feira,CE,SOBRAL,Saída de leito carroçável,Sem Vítimas,Condutor,Ileso,50.0,Masculino,0,0
6527,121862,29/03/2018,quinta-feira,CE,SOBRAL,Saída de leito carroçável,Sem Vítimas,Condutor,Ileso,50.0,Masculino,0,0
6528,121948,29/03/2018,quinta-feira,CE,CHOROZINHO,Incêndio,Sem Vítimas,Condutor,Ileso,59.0,Masculino,0,0
6529,122022,30/03/2018,sexta-feira,CE,SAO GONCALO DO AMARANTE,Colisão lateral,Sem Vítimas,Condutor,Ileso,42.0,Masculino,0,0
6530,122022,30/03/2018,sexta-feira,CE,SAO GONCALO DO AMARANTE,Colisão lateral,Sem Vítimas,Condutor,Ileso,34.0,Masculino,0,0
6531,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Passageiro,Lesões Leves,48.0,Feminino,0,0
6532,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Passageiro,Lesões Leves,48.0,Feminino,0,0
6533,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Passageiro,Lesões Leves,48.0,Feminino,0,0
6534,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Ileso,50.0,Masculino,0,0
6535,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Ileso,50.0,Masculino,0,0
6536,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,50.0,Masculino,0,0
6537,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Passageiro,Lesões Leves,24.0,Masculino,0,0
6538,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Passageiro,Lesões Leves,24.0,Masculino,0,0
6539,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Passageiro,Lesões Leves,24.0,Masculino,0,0
6540,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Leves,27.0,Masculino,0,0
6541,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Lesões Leves,27.0,Masculino,0,0
6542,122038,30/03/2018,sexta-feira,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Leves,27.0,Masculino,0,0
6543,122084,30/03/2018,sexta-feira,CE,TIANGUA,Capotamento,Com Vítimas Feridas,Passageiro,Ileso,43.0,Feminino,0,0
6544,122084,30/03/2018,sexta-feira,CE,TIANGUA,Capotamento,Com Vítimas Feridas,Passageiro,Ileso,40.0,Feminino,0,0
6545,122084,30/03/2018,sexta-feira,CE,TIANGUA,Capotamento,Com Vítimas Feridas,Passageiro,Lesões Leves,36.0,Masculino,0,0
6546,122084,30/03/2018,sexta-feira,CE,TIANGUA,Capotamento,Com Vítimas Feridas,Condutor,Ileso,48.0,Masculino,0,0
6547,122096,30/03/2018,sexta-feira,CE,RUSSAS,Tombamento,Sem Vítimas,Condutor,Ileso,30.0,Masculino,0,0
6548,122164,30/03/2018,sexta-feira,CE,SOBRAL,Colisão lateral,Com Vítimas Feridas,Condutor,Ileso,55.0,Masculino,0,0
6549,122164,30/03/2018,sexta-feira,CE,SOBRAL,Colisão lateral,Com Vítimas Feridas,Condutor,Lesões Graves,54.0,Masculino,1,0
6550,122176,30/03/2018,sexta-feira,CE,AMONTADA,Colisão frontal,Com Vítimas Fatais,Condutor,Ileso,50.0,Masculino,0,0
6551,122176,30/03/2018,sexta-feira,CE,AMONTADA,Colisão frontal,Com Vítimas Fatais,Condutor,Óbito,32.0,Masculino,0,1
6552,122182,30/03/2018,sexta-feira,CE,CARIDADE,Atropelamento de Pedestre,Com Vítimas Fatais,Pedestre,Óbito,79.0,Masculino,0,1
6553,122182,30/03/2018,sexta-feira,CE,CARIDADE,Atropelamento de Pedestre,Com Vítimas Fatais,Pedestre,Óbito,79.0,Masculino,0,1
6554,122182,30/03/2018,sexta-feira,CE,CARIDADE,Atropelamento de Pedestre,Com Vítimas Fatais,Pedestre,Óbito,79.0,Masculino,0,1
6555,122182,30/03/2018,sexta-feira,CE,CARIDADE,Atropelamento de Pedestre,Com Vítimas Fatais,Passageiro,Ileso,26.0,Masculino,0,0
6556,122182,30/03/2018,sexta-feira,CE,CARIDADE,Atropelamento de Pedestre,Com Vítimas Fatais,Passageiro,Ileso,26.0,Masculino,0,0
6557,122182,30/03/2018,sexta-feira,CE,CARIDADE,Atropelamento de Pedestre,Com Vítimas Fatais,Passageiro,Ileso,26.0,Masculino,0,0
6558,122182,30/03/2018,sexta-feira,CE,CARIDADE,Atropelamento de Pedestre,Com Vítimas Fatais,Condutor,Lesões Graves,46.0,Masculino,1,0
6559,122182,30/03/2018,sexta-feira,CE,CARIDADE,Atropelamento de Pedestre,Com Vítimas Fatais,Condutor,Lesões Graves,46.0,Masculino,1,0
6560,122182,30/03/2018,sexta-feira,CE,CARIDADE,Atropelamento de Pedestre,Com Vítimas Fatais,Condutor,Lesões Graves,46.0,Masculino,1,0
6561,122198,30/03/2018,sexta-feira,CE,FORTALEZA,Atropelamento de Pedestre,Com Vítimas Feridas,Pedestre,Lesões Graves,47.0,Masculino,1,0
6562,122198,30/03/2018,sexta-feira,CE,FORTALEZA,Atropelamento de Pedestre,Com Vítimas Feridas,Condutor,Ileso,31.0,Masculino,0,0
6563,122249,31/03/2018,sábado,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Graves,36.0,Masculino,1,0
6564,122249,31/03/2018,sábado,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,59.0,Masculino,0,0
6565,122270,31/03/2018,sábado,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Lesões Leves,30.0,Masculino,0,0
6566,122270,31/03/2018,sábado,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Leves,30.0,Masculino,0,0
6567,122270,31/03/2018,sábado,CE,CAUCAIA,Colisão transversal,Com Vítimas Feridas,Condutor,Lesões Leves,30.0,Masculino,0,0
6568,122365,31/03/2018,sábado,CE,ITAPAJE,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Graves,44.0,Masculino,1,0
6569,122365,31/03/2018,sábado,CE,ITAPAJE,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,40.0,Masculino,0,0
6570,122419,01/04/2018,domingo,CE,BREJO SANTO,Colisão frontal,Com Vítimas Feridas,Passageiro,Lesões Leves,23.0,Feminino,0,0
6571,122419,01/04/2018,domingo,CE,BREJO SANTO,Colisão frontal,Com Vítimas Feridas,Condutor,Lesões Leves,42.0,Masculino,0,0
6572,122419,01/04/2018,domingo,CE,BREJO SANTO,Colisão frontal,Com Vítimas Feridas,Passageiro,Ileso,18.0,Feminino,0,0
6573,122419,01/04/2018,domingo,CE,BREJO SANTO,Colisão frontal,Com Vítimas Feridas,Passageiro,Ileso,20.0,Masculino,0,0
6574,122419,01/04/2018,domingo,CE,BREJO SANTO,Colisão frontal,Com Vítimas Feridas,Condutor,Ileso,42.0,Masculino,0,0
6575,122483,01/04/2018,domingo,CE,FORTALEZA,Colisão lateral,Com Vítimas Fatais,Condutor,Óbito,28.0,Masculino,0,1
6576,122483,01/04/2018,domingo,CE,FORTALEZA,Colisão lateral,Com Vítimas Fatais,Passageiro,Lesões Leves,23.0,Masculino,0,0
6577,122488,01/04/2018,domingo,CE,MARANGUAPE,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Lesões Leves,50.0,Masculino,0,0
6578,122494,01/04/2018,domingo,CE,ITAPAJE,Colisão frontal,Com Vítimas Feridas,Condutor,Lesões Leves,35.0,Masculino,0,0
6579,122494,01/04/2018,domingo,CE,ITAPAJE,Colisão frontal,Com Vítimas Feridas,Condutor,Lesões Leves,35.0,Masculino,0,0
6580,122494,01/04/2018,domingo,CE,ITAPAJE,Colisão frontal,Com Vítimas Feridas,Passageiro,Lesões Leves,13.0,Feminino,0,0
6581,122494,01/04/2018,domingo,CE,ITAPAJE,Colisão frontal,Com Vítimas Feridas,Passageiro,Lesões Leves,13.0,Feminino,0,0
6582,122494,01/04/2018,domingo,CE,ITAPAJE,Colisão frontal,Com Vítimas Feridas,Passageiro,Lesões Leves,34.0,Feminino,0,0
6583,122494,01/04/2018,domingo,CE,ITAPAJE,Colisão frontal,Com Vítimas Feridas,Passageiro,Lesões Leves,34.0,Feminino,0,0
6584,122494,01/04/2018,domingo,CE,ITAPAJE,Colisão frontal,Com Vítimas Feridas,Condutor,Ileso,40.0,Masculino,0,0
6585,122494,01/04/2018,domingo,CE,ITAPAJE,Colisão frontal,Com Vítimas Feridas,Condutor,Ileso,40.0,Masculino,0,0
6586,122506,01/04/2018,domingo,CE,FORTALEZA,Engavetamento,Com Vítimas Feridas,Condutor,Ileso,40.0,Masculino,0,0
6587,122506,01/04/2018,domingo,CE,FORTALEZA,Engavetamento,Com Vítimas Feridas,Condutor,Ileso,50.0,Masculino,0,0
6588,122506,01/04/2018,domingo,CE,FORTALEZA,Engavetamento,Com Vítimas Feridas,Condutor,Lesões Leves,36.0,Masculino,0,0
6589,122506,01/04/2018,domingo,CE,FORTALEZA,Engavetamento,Com Vítimas Feridas,Condutor,Ileso,55.0,Masculino,0,0
6590,122575,01/04/2018,domingo,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Lesões Leves,64.0,Masculino,0,0
6591,122575,01/04/2018,domingo,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Lesões Leves,64.0,Masculino,0,0
6592,122575,01/04/2018,domingo,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Leves,64.0,Masculino,0,0
6593,122575,01/04/2018,domingo,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Leves,64.0,Masculino,0,0
6594,122575,01/04/2018,domingo,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Leves,64.0,Masculino,0,0
6595,122575,01/04/2018,domingo,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Leves,64.0,Masculino,0,0
6596,122575,01/04/2018,domingo,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Ileso,52.0,Masculino,0,0
6597,122575,01/04/2018,domingo,CE,CAUCAIA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Ileso,52.0,Masculino,0,0
6598,122575,01/04/2018,domingo,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Ileso,52.0,Masculino,0,0
6599,122575,01/04/2018,domingo,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Ileso,52.0,Masculino,0,0
6600,122575,01/04/2018,domingo,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,52.0,Masculino,0,0
6601,122575,01/04/2018,domingo,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,52.0,Masculino,0,0
6602,122595,01/04/2018,domingo,CE,MARACANAU,Tombamento,Com Vítimas Feridas,Condutor,Lesões Leves,24.0,Masculino,0,0
6603,122595,01/04/2018,domingo,CE,MARACANAU,Tombamento,Com Vítimas Feridas,Condutor,Lesões Leves,24.0,Masculino,0,0
6604,122595,01/04/2018,domingo,CE,MARACANAU,Atropelamento de Pedestre,Com Vítimas Feridas,Condutor,Lesões Leves,24.0,Masculino,0,0
6605,122595,01/04/2018,domingo,CE,MARACANAU,Atropelamento de Pedestre,Com Vítimas Feridas,Condutor,Lesões Leves,24.0,Masculino,0,0
6606,122595,01/04/2018,domingo,CE,MARACANAU,Tombamento,Com Vítimas Feridas,Pedestre,Lesões Graves,57.0,Feminino,1,0
6607,122595,01/04/2018,domingo,CE,MARACANAU,Tombamento,Com Vítimas Feridas,Pedestre,Lesões Graves,57.0,Feminino,1,0
6608,122595,01/04/2018,domingo,CE,MARACANAU,Atropelamento de Pedestre,Com Vítimas Feridas,Pedestre,Lesões Graves,57.0,Feminino,1,0
6609,122595,01/04/2018,domingo,CE,MARACANAU,Atropelamento de Pedestre,Com Vítimas Feridas,Pedestre,Lesões Graves,57.0,Feminino,1,0
6610,122629,01/04/2018,domingo,CE,SAO GONCALO DO AMARANTE,Colisão frontal,Com Vítimas Fatais,Condutor,Ileso,41.0,Masculino,0,0
6611,122629,01/04/2018,domingo,CE,SAO GONCALO DO AMARANTE,Colisão frontal,Com Vítimas Fatais,Condutor,Ileso,41.0,Masculino,0,0
6612,122629,01/04/2018,domingo,CE,SAO GONCALO DO AMARANTE,Colisão frontal,Com Vítimas Fatais,Condutor,Ileso,41.0,Masculino,0,0
6613,122629,01/04/2018,domingo,CE,SAO GONCALO DO AMARANTE,Colisão frontal,Com Vítimas Fatais,Condutor,Óbito,36.0,Masculino,0,1
6614,122629,01/04/2018,domingo,CE,SAO GONCALO DO AMARANTE,Colisão frontal,Com Vítimas Fatais,Condutor,Óbito,36.0,Masculino,0,1
6615,122629,01/04/2018,domingo,CE,SAO GONCALO DO AMARANTE,Colisão frontal,Com Vítimas Fatais,Condutor,Óbito,36.0,Masculino,0,1
6616,122670,02/04/2018,segunda-feira,CE,AQUIRAZ,Colisão com objeto estático,Com Vítimas Fatais,Passageiro,Óbito,22.0,Feminino,0,1
6617,122670,02/04/2018,segunda-feira,CE,AQUIRAZ,Colisão com objeto estático,Com Vítimas Fatais,Condutor,Lesões Leves,23.0,Masculino,0,0
6618,122678,02/04/2018,segunda-feira,CE,EUSEBIO,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,27.0,Masculino,0,0
6619,122678,02/04/2018,segunda-feira,CE,EUSEBIO,Colisão traseira,Com Vítimas Feridas,Passageiro,Lesões Leves,35.0,Feminino,0,0
6620,122678,02/04/2018,segunda-feira,CE,EUSEBIO,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,20.0,Masculino,0,0
6621,122715,02/04/2018,segunda-feira,CE,ITAITINGA,Engavetamento,Com Vítimas Feridas,Condutor,Ileso,30.0,Masculino,0,0
6622,122715,02/04/2018,segunda-feira,CE,ITAITINGA,Engavetamento,Com Vítimas Feridas,Condutor,Ileso,24.0,Masculino,0,0
6623,122715,02/04/2018,segunda-feira,CE,ITAITINGA,Engavetamento,Com Vítimas Feridas,Condutor,Lesões Leves,35.0,Masculino,0,0
6624,122731,02/04/2018,segunda-feira,CE,CAUCAIA,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,47.0,Masculino,0,0
6625,122731,02/04/2018,segunda-feira,CE,CAUCAIA,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,61.0,Masculino,0,0
6626,122731,02/04/2018,segunda-feira,CE,CAUCAIA,Colisão transversal,Com Vítimas Feridas,Passageiro,Lesões Leves,58.0,Feminino,0,0
6627,122829,02/04/2018,segunda-feira,CE,INDEPENDENCIA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Graves,46.0,Masculino,1,0
6628,122839,02/04/2018,segunda-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Leves,54.0,Masculino,0,0
6629,122839,02/04/2018,segunda-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Leves,54.0,Masculino,0,0
6630,122839,02/04/2018,segunda-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,27.0,Masculino,0,0
6631,122839,02/04/2018,segunda-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,27.0,Masculino,0,0
6632,122839,02/04/2018,segunda-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Passageiro,Lesões Leves,18.0,Feminino,0,0
6633,122839,02/04/2018,segunda-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Passageiro,Lesões Leves,18.0,Feminino,0,0
6634,122839,02/04/2018,segunda-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,21.0,Masculino,0,0
6635,122839,02/04/2018,segunda-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,21.0,Masculino,0,0
6636,122854,02/04/2018,segunda-feira,CE,FORTALEZA,Colisão transversal,Com Vítimas Feridas,Condutor,Lesões Graves,59.0,Masculino,1,0
6637,122923,03/04/2018,terça-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,33.0,Feminino,0,0
6638,122923,03/04/2018,terça-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Leves,54.0,Masculino,0,0
6639,122963,03/04/2018,terça-feira,CE,FORTALEZA,Colisão lateral,Com Vítimas Feridas,Pedestre,Lesões Graves,57.0,Masculino,1,0
6640,122963,03/04/2018,terça-feira,CE,FORTALEZA,Colisão lateral,Com Vítimas Feridas,Condutor,Ileso,34.0,Masculino,0,0
6641,122978,03/04/2018,terça-feira,CE,FORTALEZA,Colisão frontal,Com Vítimas Feridas,Condutor,Lesões Leves,29.0,Masculino,0,0
6642,122978,03/04/2018,terça-feira,CE,FORTALEZA,Colisão frontal,Com Vítimas Feridas,Condutor,Ileso,44.0,Masculino,0,0
6643,123004,03/04/2018,terça-feira,CE,FORTALEZA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Lesões Graves,22.0,Masculino,1,0
6644,123004,03/04/2018,terça-feira,CE,FORTALEZA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Lesões Graves,22.0,Masculino,1,0
6645,123004,03/04/2018,terça-feira,CE,FORTALEZA,Colisão com objeto estático,Com Vítimas Feridas,Condutor,Lesões Graves,22.0,Masculino,1,0
6646,123004,03/04/2018,terça-feira,CE,FORTALEZA,Colisão com objeto estático,Com Vítimas Feridas,Condutor,Lesões Graves,22.0,Masculino,1,0
6647,123004,03/04/2018,terça-feira,CE,FORTALEZA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Ileso,41.0,Masculino,0,0
6648,123004,03/04/2018,terça-feira,CE,FORTALEZA,Queda de ocupante de veículo,Com Vítimas Feridas,Condutor,Ileso,41.0,Masculino,0,0
6649,123004,03/04/2018,terça-feira,CE,FORTALEZA,Colisão com objeto estático,Com Vítimas Feridas,Condutor,Ileso,41.0,Masculino,0,0
6650,123004,03/04/2018,terça-feira,CE,FORTALEZA,Colisão com objeto estático,Com Vítimas Feridas,Condutor,Ileso,41.0,Masculino,0,0
6651,123005,03/04/2018,terça-feira,CE,EUSEBIO,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,24.0,Feminino,0,0
6652,123005,03/04/2018,terça-feira,CE,EUSEBIO,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,24.0,Feminino,0,0
6653,123005,03/04/2018,terça-feira,CE,EUSEBIO,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,24.0,Feminino,0,0
6654,123005,03/04/2018,terça-feira,CE,EUSEBIO,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Graves,23.0,Masculino,1,0
6655,123005,03/04/2018,terça-feira,CE,EUSEBIO,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Graves,23.0,Masculino,1,0
6656,123005,03/04/2018,terça-feira,CE,EUSEBIO,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Graves,23.0,Masculino,1,0
6657,123049,03/04/2018,terça-feira,CE,ARACATI,Colisão com objeto estático,Com Vítimas Feridas,Condutor,Lesões Leves,40.0,Masculino,0,0
6658,123049,03/04/2018,terça-feira,CE,ARACATI,Colisão com objeto estático,Com Vítimas Feridas,Condutor,Lesões Leves,40.0,Masculino,0,0
6659,123049,03/04/2018,terça-feira,CE,ARACATI,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Lesões Leves,40.0,Masculino,0,0
6660,123049,03/04/2018,terça-feira,CE,ARACATI,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Lesões Leves,40.0,Masculino,0,0
6661,123068,03/04/2018,terça-feira,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Passageiro,Lesões Leves,34.0,Masculino,0,0
6662,123068,03/04/2018,terça-feira,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Passageiro,Lesões Leves,34.0,Masculino,0,0
6663,123068,03/04/2018,terça-feira,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Graves,46.0,Masculino,1,0
6664,123068,03/04/2018,terça-feira,CE,CAUCAIA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Graves,46.0,Masculino,1,0
6665,123080,04/04/2018,quarta-feira,CE,FORTALEZA,Colisão transversal,Com Vítimas Feridas,Condutor,Lesões Leves,21.0,Masculino,0,0
6666,123128,04/04/2018,quarta-feira,CE,ICO,Colisão transversal,Com Vítimas Feridas,Condutor,Lesões Leves,53.0,Masculino,0,0
6667,123128,04/04/2018,quarta-feira,CE,ICO,Colisão transversal,Com Vítimas Feridas,Condutor,Lesões Leves,53.0,Masculino,0,0
6668,123128,04/04/2018,quarta-feira,CE,ICO,Colisão transversal,Com Vítimas Feridas,Passageiro,Ileso,52.0,Feminino,0,0
6669,123128,04/04/2018,quarta-feira,CE,ICO,Colisão transversal,Com Vítimas Feridas,Passageiro,Ileso,52.0,Feminino,0,0
6670,123128,04/04/2018,quarta-feira,CE,ICO,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,60.0,Masculino,0,0
6671,123128,04/04/2018,quarta-feira,CE,ICO,Colisão transversal,Com Vítimas Feridas,Condutor,Ileso,60.0,Masculino,0,0
6672,123128,04/04/2018,quarta-feira,CE,ICO,Colisão transversal,Com Vítimas Feridas,Passageiro,Ileso,57.0,Feminino,0,0
6673,123128,04/04/2018,quarta-feira,CE,ICO,Colisão transversal,Com Vítimas Feridas,Passageiro,Ileso,57.0,Feminino,0,0
6674,123129,04/04/2018,quarta-feira,CE,TIANGUA,Incêndio,Sem Vítimas,Condutor,Ileso,70.0,Masculino,0,0
6675,123129,04/04/2018,quarta-feira,CE,TIANGUA,Incêndio,Sem Vítimas,Passageiro,Ileso,40.0,Feminino,0,0
6676,123418,05/04/2018,quinta-feira,CE,CARIDADE,Tombamento,Sem Vítimas,Condutor,Ileso,29.0,Masculino,0,0
6677,123418,05/04/2018,quinta-feira,CE,CARIDADE,Tombamento,Sem Vítimas,Passageiro,Ileso,56.0,Masculino,0,0
6678,123480,05/04/2018,quinta-feira,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Leves,27.0,Masculino,0,0
6679,123480,05/04/2018,quinta-feira,CE,CAUCAIA,Colisão lateral,Com Vítimas Feridas,Condutor,Lesões Leves,27.0,Masculino,0,0
6680,123480,05/04/2018,quinta-feira,CE,CAUCAIA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Leves,33.0,Masculino,0,0
6681,123480,05/04/2018,quinta-feira,CE,CAUCAIA,Colisão lateral,Com Vítimas Feridas,Condutor,Lesões Leves,33.0,Masculino,0,0
6682,123498,05/04/2018,quinta-feira,CE,FORTALEZA,Tombamento,Com Vítimas Feridas,Condutor,Lesões Leves,28.0,Masculino,0,0
6683,123535,05/04/2018,quinta-feira,CE,CAUCAIA,Colisão traseira,Sem Vítimas,Condutor,Ileso,39.0,Masculino,0,0
6684,123535,05/04/2018,quinta-feira,CE,CAUCAIA,Colisão traseira,Sem Vítimas,Condutor,Ileso,39.0,Masculino,0,0
6685,123535,05/04/2018,quinta-feira,CE,CAUCAIA,Colisão traseira,Sem Vítimas,Condutor,Ileso,39.0,Masculino,0,0
6686,123535,05/04/2018,quinta-feira,CE,CAUCAIA,Colisão traseira,Sem Vítimas,Condutor,Ileso,33.0,Masculino,0,0
6687,123535,05/04/2018,quinta-feira,CE,CAUCAIA,Colisão traseira,Sem Vítimas,Condutor,Ileso,33.0,Masculino,0,0
6688,123535,05/04/2018,quinta-feira,CE,CAUCAIA,Colisão traseira,Sem Vítimas,Condutor,Ileso,33.0,Masculino,0,0
6689,123544,05/04/2018,quinta-feira,CE,UMIRIM,Colisão transversal,Sem Vítimas,Condutor,Ileso,29.0,Masculino,0,0
6690,123544,05/04/2018,quinta-feira,CE,UMIRIM,Colisão transversal,Sem Vítimas,Condutor,Ileso,30.0,Masculino,0,0
6691,123616,06/04/2018,sexta-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Condutor,Lesões Leves,36.0,Masculino,0,0
6692,123616,06/04/2018,sexta-feira,CE,FORTALEZA,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,43.0,Masculino,0,0
6693,123642,06/04/2018,sexta-feira,CE,BOA VIAGEM,Saída de leito carroçável,Com Vítimas Feridas,Passageiro,Lesões Leves,77.0,Masculino,0,0
6694,123642,06/04/2018,sexta-feira,CE,BOA VIAGEM,Saída de leito carroçável,Com Vítimas Feridas,Passageiro,Lesões Leves,77.0,Masculino,0,0
6695,123642,06/04/2018,sexta-feira,CE,BOA VIAGEM,Saída de leito carroçável,Com Vítimas Feridas,Passageiro,Lesões Leves,77.0,Masculino,0,0
6696,123642,06/04/2018,sexta-feira,CE,BOA VIAGEM,Colisão traseira,Com Vítimas Feridas,Passageiro,Lesões Leves,77.0,Masculino,0,0
6697,123642,06/04/2018,sexta-feira,CE,BOA VIAGEM,Colisão traseira,Com Vítimas Feridas,Passageiro,Lesões Leves,77.0,Masculino,0,0
6698,123642,06/04/2018,sexta-feira,CE,BOA VIAGEM,Colisão traseira,Com Vítimas Feridas,Passageiro,Lesões Leves,77.0,Masculino,0,0
6699,123642,06/04/2018,sexta-feira,CE,BOA VIAGEM,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Ileso,30.0,Masculino,0,0
6700,123642,06/04/2018,sexta-feira,CE,BOA VIAGEM,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Ileso,30.0,Masculino,0,0
6701,123642,06/04/2018,sexta-feira,CE,BOA VIAGEM,Saída de leito carroçável,Com Vítimas Feridas,Condutor,Ileso,30.0,Masculino,0,0
6702,123642,06/04/2018,sexta-feira,CE,BOA VIAGEM,Colisão traseira,Com Vítimas Feridas,Condutor,Ileso,30.0,Masculino,0,0
